"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year","duration","used_link_newname","locallink"
"Антон Слепаков / Андрей Соколов","Несмонтированный","u19_485","","others","російська","Київ","","київ","","","img/covers19/a1790328942_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=4027445082/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1931529269/transparent=true/","","Long List","2019","LP","img/covers19/a1790328942_16.jpg","yes"
"Аня Чайковская & AQ","Синєє озеро","u19_486","jazz","jazz","українська","Харків","","схід","","","https://lh3.googleusercontent.com/7-_fQs3AsKAiTyMuiKKX6xrONe8x7cvDJ5H-XezbJBgKQDr7Fy04qpOAWeNoseIflvBn52JffJ06V6iU=w302-h302-l90-rj","","https://www.youtube.com/embed/WPiGqDRcWzI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/-_fQs3AsKAiTyM.JPEG","yes"
"Аппекс & Wootabi","Служи собі","u19_487","rap","hip hop & rap","українська","Рівне","","захід","","","https://lh3.googleusercontent.com/Aq8MQhj3-RdMci3Z-ahKwjOnmP4AMYXzujKgpXR1Ab8de5SgwosXEwsOgfTIknfTO7FLKD8JuwiLOyIinA=w302-h302-l90-rj","","https://www.youtube.com/embed/rW-ZdeT4-Qw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/q8MQhj3-RdMci3.JPEG","yes"
"Аркадій Войтюк","Поранений лев","u19_488","Country/Folk/Indie","indie","українська","Ковель","","захід","","","https://lh3.googleusercontent.com/wu2yarqwIjC1O1PIaSsVr3i7qVThEA5DtG1dY-vEHFsPncw4OfEKe01xQPZW-2JCHLag6K7Mx1TGHNkJaQ=w302-h302-l90-rj","","https://www.youtube.com/embed/1iOuCIq9CqE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/u2yarqwIjC1O1P.JPEG","yes"
"Арсен Мірзоян","Інгредієнт","u19_489","pop","pop","українська","Запоріжжя","","південь","","","https://lh3.googleusercontent.com/lFWTrfhAqS4T4CKtBKPEDGf0wfJyLS3dtLzGbVLI5NZ2zxNnpOoWphytDOPACZRZrl5Ca4D5l3C8nn59KQ=w302-h302-l90-rj","","https://www.youtube.com/embed/sVq1Eb8f_XY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/FWTrfhAqS4T4CK.JPEG","yes"
"Артем Лоик","Під покривалом","u19_490","rap","hip hop & rap","українська","Полтава","","центр","","","https://lh3.googleusercontent.com/llerJ36bW5h9P5pxmcNcAKXAHWxK42pynIuJSYalze1L9KNK9FfIGP5u1-CI8sypxiM2PLTMwBhVUOYE=w302-h302-l90-rj","","https://www.youtube.com/embed/_zQ6DXu0A6A?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/lerJ36bW5h9P5p.JPEG","yes"
"Артем Лоик","Спасибо","u19_491","rap","hip hop & rap","російська","Полтава","","центр","","","https://lh3.googleusercontent.com/lJor6qYvP4Xs_zkr-WxQpE2-XwSDzT8oHaVXKBuBh2wkV2fWtIFfH2kRjaZtKXBDarTrJTUXwBwD9iPS=w302-h302-l90-rj","","https://www.youtube.com/embed/ECUFCXwLG_g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Jor6qYvP4Xs_zk.JPEG","yes"
"Артем Лоик","Спасибо. Не вошедшее","u19_492","rap","hip hop & rap","російська","Полтава","","центр","","","https://lh3.googleusercontent.com/zOGTqx0JiCcbGPQSYjSrfjpXslgqyda9Z2OnD19qRP5bwcawdA-7AofQVZfjZQxTnZgdqHi_PPmISpY=w302-h302-l90-rj","","https://www.youtube.com/embed/dsTjczTR0Xk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/OGTqx0JiCcbGPQ.JPEG","yes"
"Без Обмежень","Акустика","u19_495","rock","pop","українська","Мукачево","","захід","","","https://lh3.googleusercontent.com/M7nKuFs_1hBmAUVl0tEq9HxUlRzFk85saoiB6HS3OkzCKP7V25j7YIzyGSl9btujgfDY8jb-0uz3GUS8ig=w302-h302-l90-rj","","https://www.youtube.com/embed/BQxeAq3bxjE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/7nKuFs_1hBmAUV.JPEG","yes"
"Бетон","Нічого Святого","u19_497","punk'n'roll","rock","українська","Львів","","захід","","","https://lh3.googleusercontent.com/-71wBd8KiY6Xrf4xl9ICNiE0iwkgJXJ_zfkHyFAtV4u2pPjwNxA8AaiB61QX9kiEm_5ZgAJKUK80Q-IL=w302-h302-l90-rj","","https://www.youtube.com/embed/ezIJnJVfiDc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/71wBd8KiY6Xrf4.JPEG","yes"
"Боб Крома","Bobdope","u19_498","hip hop","hip hop & rap","російська","Маріуполь","","південь","","","https://lh3.googleusercontent.com/mwmLg0jSBi9PA4GG3V_QTYTeQAK4cArg4AZMfvLC_bc7P5v0Z8Xif0E2XBGrWUoFWbw-DH4m2MjZCsm8=w302-h302-l90-rj","","https://www.youtube.com/embed/CCzpdrA8eok?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/wmLg0jSBi9PA4G.JPEG","yes"
"Больше Леса","пространство между нами","u19_499","","others","російська","Біла церква, Київ","","центр","","","","","","","усі альбоми LP","2019","LP","",""
"Брати Гадюкіни","Сміх і гріх","u19_500","rock & roll","rock","українська","Львів","","захід","","","https://lh3.googleusercontent.com/R1wSWdRN57QcOCnw4-aJBZYv4MSbWOids0AVGWt93s8ouV_Cv9vPDi1O39IehQWv1gUZhPDM6gcU_pls=w302-h302-l90-rj","","https://www.youtube.com/embed/jsWJT3L70Rc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/1wSWdRN57QcOCn.JPEG","yes"
"Був'є","12 пісень, якими БУВ'Є не хоче нікому нічого доводити","u19_501","Pop-Rock","rock","українська","Луцьк","","захід","","","https://lh3.googleusercontent.com/VSTEOWU0HNkQY5X9_VOR1cl-BNP3ye8dinq5r6eti_Ip8BqFu-bksCzmyEqvx27sx63ArRbwg0iGhnePoQ=w302-h302-l90-rj","","https://www.youtube.com/embed/6dv2cshNNu4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/STEOWU0HNkQY5X.JPEG","yes"
"Бумбокс","Таємний код Рубікон, Ч. 2","u19_502","pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/q7lhr_xaWiD-6e71EuV8RAPrn6iWVe7ZLBprONkGuIl3Pfc-BF-J2_sMn8QWYdeGUMg-bk_ooqh7uxLx=w302-h302-l90-rj","","https://www.youtube.com/embed/yKAbXeDYseI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/7lhr_xaWiD-6e7.JPEG","yes"
"Бумбокс","Таємний код. Рубікон, Частина 1","u19_503","pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/RKMrH71-CF2cr9qhfKaH5jXiEyidTdp_CbRHcmIme6uJgkZOfmHpgFwXuLhX6DDMSNVwQ8lXVEg7quSK6w=w302-h302-l90-rj","","https://www.youtube.com/embed/8ZhmtaKfn7Q?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","LP","img/covers19/KMrH71-CF2cr9q.JPEG","yes"
"ВАМПЫРЬ","Nightcurse","u19_504","black metal","metal","специфічна","-","","не визначено","","","img/covers19/a0508301865_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1371967255/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3589567700/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a0508301865_16.jpg","yes"
"Виталий Борисюк","About Love","u19_506","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/hqYThI7yrPWuhqvouWzPeKVRRT2xZM-sPwGEcXtw7nXzODVwrQcdT60ANfC7MLOO9YTImXajvq2Us5Lpug=w302-h302-l90-rj","","https://www.youtube.com/embed/855GAd7jKk4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/qYThI7yrPWuhqv.JPEG","yes"
"ВОЛОК \ VOLOK","Безлюдная","u19_507","drone/dark folk ","others","російська","Сміла","","центр","","","img/covers19/a1614473440_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3561003163/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2875423129/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1614473440_16.jpg","yes"
"ВОЛОК \ VOLOK","Знамение","u19_508","drone/dark folk ","others","російська","Сміла","","центр","","","img/covers19/a2504039240_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2638842518/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2954450360/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2504039240_16.jpg","yes"
"ВОЛОК \ VOLOK","Идол","u19_509","drone/dark folk ","others","російська","Сміла","","центр","","","img/covers19/a4211566191_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=37021021/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3414529126/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a4211566191_16.jpg","yes"
"Время и Стекло","VISLOVO","u19_510","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/43OxX05JOFUbQVGteH8mIJCQaIN-nGjw5HLDg58wlKnIBZPjeLqkqnO4CdIxu5KJs-wMwGTWsmKKXVKn=w302-h302-l90-rj","","https://www.youtube.com/embed/EEKpoJ2M6b0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/3OxX05JOFUbQVG.JPEG","yes"
"вышел покурить","память","u19_513","","hip hop & rap","російська","Одеса","","південь","","","https://lh3.googleusercontent.com/jsSPfHrL66yY-AuypBN0qGJOm7rWcVrG0gWifTYTfNcv4vFG9DMOWOI11fpM52bW758IwHAAcP7GCKNL=w302-h302-l90-rj","","https://www.youtube.com/embed/ilaqOQ7ya5s?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/sSPfHrL66yY-Au.JPEG","yes"
"вышел покурить","север","u19_514","","hip hop & rap","російська","Одеса","","південь","","","https://lh3.googleusercontent.com/nZeesLAX-J7c3z9tFvnMDr7fcK294XaAStQiywBpuCQA6snVePE9gD7rdYOWrX8aP_vgnjOgEOGaJ_0=w302-h302-l90-rj","","https://www.youtube.com/embed/Mu-EtVzYkds?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/ZeesLAX-J7c3z9.JPEG","yes"
"Гапочка / Gapochka","Необхідна","u19_515","rock","rock","українська","Київ","","київ","","","https://lh3.googleusercontent.com/LbtAIiFhoJ2kB6-uV_-OEtSkesGUrJR2CIocaALNmopWuIxznIe4Y93EKDJRVohUxisy7ILjg_jt3Qd9=w302-h302-l90-rj","","https://www.youtube.com/embed/uWD_ZI1-g_g?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/btAIiFhoJ2kB6-.JPEG","yes"
"Гибкий Чаплинъ","Тучка Точка Знак","u19_516","alternative rock","rock","російська","Київ","","київ","","","https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/d2/3c/f7/d23cf79f-0556-ac84-d4ca-5ba402ea4a32/source/500x500bb.jpg","","https://play.google.com/store/music/album/%D0%93%D0%B8%D0%B1%D0%BA%D0%B8%D0%B9_%D0%A7%D0%B0%D0%BF%D0%BB%D0%B8%D0%BD%D1%8A_Toochka_Tochka_Znak?id=Baryubtb66m4fhbeke72szdzlvq&tid=song-Tqd7lqzzmiykmu7adlcel3lsvpa","","усі альбоми LP","2019","LP","img/covers19/00x500bb.jpg.JPEG","yes"
"Глашатай Майк","Nephrite","u19_517","Pop-Funk, Lounge, R'n'B","r&b and soul","російська","Одеса","","південь","","","https://lh3.googleusercontent.com/ByubkbGi-ijqL1FHVTT4ixTWyhg6_qa1FWPHjomJ8atxxdrONr3iykXwu11vmcnv1H8yOmtHd1Bv7A1AGw=w302-h302-l90-rj","","https://www.youtube.com/embed/ZXf0hTQtnbg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/yubkbGi-ijqL1F.JPEG","yes"
"Голос Країни","9","u19_518","","pop","українська","-","","не визначено","","","https://lh3.googleusercontent.com/AOgtJtJpax-4wH5AZlJAnb6HhpvQL-XXy7vNLmzBxMYKaQlncbB-9oPIgpDvvOFTuEMPRWO8Ug=w200-h300-rw","","https://play.google.com/store/music/artist?id=Aoj7mdxbgvizjfcgsslojbd3zle","","усі альбоми LP","2019","LP","img/covers19/OgtJtJpax-4wH5.JPEG","yes"
"Группа БУДУ","Видих-вдих","u19_519","jazz fusion","jazz","українська","Київ","","київ","","","https://lh3.googleusercontent.com/0wGf3i0No35uLRxyPEfIGTbQOhSPU2Ynmd5EGWw3W2s7TV27dnNN3r7gWn-tBCQiBWJ8EJR4AvvB4cLH=w302-h302-l90-rj","","https://www.youtube.com/embed/Hcvd7ZH-kag?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/wGf3i0No35uLRx.JPEG","yes"
"Гурт ""Кома""","Весна","u19_520","","rock","російська","Київ","","київ","","","https://lh3.googleusercontent.com/OYuJ3jazCWngSlSpiKWFwxvcmLRhmeXXNgBswYYJtMYa4w5erudQTNUZ_jx36nqz_XuxpMfjcUg=w200-h300-rw","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/593641896&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/YuJ3jazCWngSlS.JPEG","yes"
"Гурт [о]","Суперінтроверт","u19_521","pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/uldD02_y6qxLrvTiJ38aImCi5xniVpyj3RY3cJTGCKMwK3ln8QxLXYJykNNhEJGBjZHBz6hkzPwuWR04fw=w302-h302-l90-rj","","https://www.youtube.com/embed/49iCuBJgWoQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","LP","img/covers19/ldD02_y6qxLrvT.JPEG","yes"
"Дев'ятий x Deltaplan","Грай","u19_522","","hip hop & rap","українська","Рівне","","захід","","","https://lh3.googleusercontent.com/PGtbljmEJn927zaa4ExGPlPjsoDYas6e3PtzT5KANGVpAacaHj8J37-RHMnWZU6cDzr71DzyFDbwoj3J=w302-h302-l90-rj","","https://www.youtube.com/embed/TliotMN3xAQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/GtbljmEJn927za.JPEG","yes"
"Дев'ятий x Deltaplan","Рівне","u19_523","","hip hop & rap","українська","Рівне","","захід","","","https://lh3.googleusercontent.com/_qY0oJDMR8wfXhJybE72D0iVcieCcy6J_WXGIZi32JSI8vt8EcfoF62grJ9GVvAoERjwIhkxuF9Apy7-Ug=w302-h302-l90-rj","","https://www.youtube.com/embed/BfGRJwzwdj0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/qY0oJDMR8wfXhJ.JPEG","yes"
"Денис Грачёв","Звуки, похожие на рэп","u19_524","rap","hip hop & rap","російська","Київ","","київ","","","https://lh3.googleusercontent.com/oQeOeywl3mkW6P1tKiK9lcicxrRIxxo9CH92vQuOTo9VYAqmd58DpkG1YgbhT5ZHXzZdLqJLjw=w200-h300-rw","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/588371964&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/QeOeywl3mkW6P1.JPEG","yes"
"Дофамин / Dopamine","Осторожно, скользкий пол","u19_529","indie","indie","російська","Миколаїв","","південь","","","https://lh3.googleusercontent.com/UQ6EAsVvXWJTvrX6EshTBbMn1TWil5Kut1WAOPXKJgUMho1cqIOfxJHnyJe74oY-X0-3aAYZqtCSHCLdjg=w302-h302-l90-rj","","https://www.youtube.com/embed/P65IMMWuDCU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Q6EAsVvXWJTvrX.JPEG","yes"
"Електромед","Став Би Дибом Чуб","u19_530","hip hop, jazz, funk","hip hop & rap","українська","Київ","","київ","","","https://lh3.googleusercontent.com/kwFr4SlEbU3KUo8UNc7REjhK48BOGScWNYiJ_Y7G9b-ITIlE2qSylfYaaXktHUsAdjSGveNCFscc3RQ=w302-h302-l90-rj","","https://www.youtube.com/embed/p16ieYvI-zU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","EP","img/covers19/wFr4SlEbU3KUo8.JPEG","yes"
"Елена Войнаровская","Live in Volta","u19_531","","rock","російська","Одеса","","південь","","","https://lh3.googleusercontent.com/6pvTIj0lCfB9nJ7tZKlr8CA0sQ9QxU0SKD0cvG1Pu28aYsCfGTrJBNWkWu1KWzeIB_abplFO41d7eTuC=w302-h302-l90-rj","","https://www.youtube.com/embed/i6d0SOvJQe4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/pvTIj0lCfB9nJ7.JPEG","yes"
"Жадан і Собаки","Мадонна","u19_533","ska-punk","rock","українська","Харків","","схід","","","https://lh3.googleusercontent.com/EElmvOQnNuqdllLXUUraO9XRZX7Z9os17voHwRMhsZem6YUqRV5gdi1Yu22n3qifTYmH9aqQYFpPb5s=w302-h302-l90-rj","","https://www.youtube.com/embed/s_HOyfERqVY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/ElmvOQnNuqdllL.JPEG","yes"
"Заводь","Уже заря зажглась","u19_535","","metal","специфічна","Харків","","схід","","","https://lh3.googleusercontent.com/1X5Y5tA9ufoJYQ5rraWpWK7Q9sGzZOFvk1ewzT4DS5UgiWF7UYyO22BzbopzLSJbwQapV1Mbab6YX0M=w302-h302-l90-rj","","https://www.youtube.com/embed/myHQuTsZbag?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/X5Y5tA9ufoJYQ5.JPEG","yes"
"Зачатые в Плацкарте","Ня Привет","u19_536","","rock","російська","Київ","","київ","","","https://i1.sndcdn.com/avatars-000744967834-a83geq-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/733782583&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/vatars-0007449.JPEG","yes"
